Data do leilуo;Tэtulo;Tipo de leilуo;Volta;Data de liquidaчуo;Data de vencimento;Oferta;Taxa mщdia;Taxa de corte;Venda;Financeiro (R$);Venda para Bacen;Financeiro para Bacen (R$)
10/02/2005;NTN-F;Venda;1.к volta;11/02/2005;01/01/2010;100.000;16,801;16,964;100.000;80.227.314,30;0;0
10/02/2005;NTN-F;Venda;2.к volta;11/02/2005;01/01/2010;15.000;16,801;0;0;0;0;0
10/02/2004;LTN;Venda;1.к volta;11/02/2004;01/07/2005;500.000;15,4297;15,4579;500.000;410.121.364,58;1.000.000;820.242.729,00
10/02/2004;LTN;Venda;2.к volta;11/02/2004;01/07/2005;75.000;15,4297;15,4297;19.614;16.088.240,87;0;0
10/02/2004;LTN;Venda;1.к volta;11/02/2004;04/01/2005;2.500.000;15,5977;15,61;2.500.000;2.196.520.635,44;0;0
10/02/2004;LTN;Venda;2.к volta;11/02/2004;04/01/2005;375.000;15,5977;15,5977;106.358;93.447.016,67;0;0
10/01/2019;LFT;Venda;1.к volta;11/01/2019;01/03/2025;1.000.000;0,0235;0,0249;1.000.000;9.885.643.638,33;0;0
10/01/2019;LFT;Venda;2.к volta;11/01/2019;01/03/2025;200.000;0,0235;0,0235;132.585;1.310.688.080,92;0;0
10/01/2019;LTN;Venda;1.к volta;11/01/2019;01/04/2021;1.500.000;7,6072;7,6149;1.500.000;1.275.218.606,12;0;0
10/01/2019;LTN;Venda;2.к volta;14/01/2019;01/04/2021;300.000;7,6072;7,6072;0;0;0;0
10/01/2019;LTN;Venda;1.к volta;11/01/2019;01/07/2022;3.000.000;8,2683;8,2788;3.000.000;2.278.949.088,26;0;0
10/01/2019;LTN;Venda;2.к volta;14/01/2019;01/07/2022;600.000;8,2683;8,2683;0;0;0;0
10/01/2019;LTN;Venda;1.к volta;11/01/2019;01/10/2019;1.000.000;6,5056;6,5057;1.000.000;955.500.524,30;0;0
10/01/2019;LTN;Venda;2.к volta;14/01/2019;01/10/2019;200.000;6,5056;6,5056;0;0;0;0
10/01/2019;NTN-F;Venda;1.к volta;11/01/2019;01/01/2025;250.000;8,7883;8,7899;250.000;264.216.914,47;0;0
10/01/2019;NTN-F;Venda;2.к volta;14/01/2019;01/01/2025;50.000;8,7883;8,7883;0;0;0;0
10/01/2019;NTN-F;Venda;1.к volta;11/01/2019;01/01/2029;500.000;9,1129;9,1129;500.000;529.901.029,56;0;0
10/01/2019;NTN-F;Venda;2.к volta;14/01/2019;01/01/2029;100.000;9,1129;9,1129;0;0;0;0
10/01/2017;NTN-B;Venda;1.к volta;11/01/2017;15/05/2035;150.000;5,75;5,75;41.550;127.727.335,41;0;0
10/01/2017;NTN-B;Venda;2.к volta;11/01/2017;15/05/2035;8.310;5,75;5,75;3.828;11.767.514,75;0;0
10/01/2017;NTN-B;Venda;1.к volta;11/01/2017;15/05/2055;150.000;5,74;5,74;108.450;337.432.958,46;0;0
10/01/2017;NTN-B;Venda;2.к volta;11/01/2017;15/05/2055;21.690;5,74;5,74;16.987;52.853.606,82;0;0
10/01/2017;NTN-B;Venda;1.к volta;11/01/2017;15/08/2022;1.500.000;5,97;5,97;1.018.700;3.093.130.864,53;0;0
10/01/2017;NTN-B;Venda;2.к volta;11/01/2017;15/08/2022;238.973;5,97;5,97;112.058;340.247.431,40;0;0
10/01/2017;NTN-B;Venda;1.к volta;11/01/2017;15/08/2026;1.500.000;5,88;5,88;260.150;795.490.637,50;0;0
10/01/2017;NTN-B;Venda;2.к volta;11/01/2017;15/08/2026;61.027;5,88;5,88;45.415;138.870.679,58;0;0
10/01/2013;LFT;Venda;1.к volta;11/01/2013;01/09/2018;500.000;-0,0189;-0,0102;500.000;2.732.659.493,57;0;0
10/01/2013;LFT;Venda;2.к volta;11/01/2013;01/09/2018;25.000;-0,0189;-0,0189;15.300;83.619.380,49;0;0
10/01/2013;LTN;Venda;1.к volta;11/01/2013;01/04/2014;1.000.000;7,2075;7,2199;650.000;597.160.761,25;0;0
10/01/2013;LTN;Venda;2.к volta;11/01/2013;01/04/2014;200.000;7,2075;7,2075;8.455;7.767.683,43;0;0
10/01/2013;LTN;Venda;1.к volta;11/01/2013;01/04/2015;1.000.000;7,9225;7,9249;600.000;506.487.526,00;0;0
10/01/2013;LTN;Venda;2.к volta;11/01/2013;01/04/2015;200.000;7,9225;7,9225;0;0;0;0
10/01/2013;LTN;Venda;1.к volta;11/01/2013;01/07/2016;2.500.000;8,4784;8,4899;1.696.000;1.279.339.491,48;0;0
10/01/2013;LTN;Venda;2.к volta;11/01/2013;01/07/2016;500.000;8,4784;8,4784;64.017;48.289.785,47;0;0
10/01/2012;NTN-B;Venda;1.к volta;11/01/2012;15/08/2016;1.000.000;5,44;5,44;410.800;905.546.416,35;0;0
10/01/2012;NTN-B;Venda;2.к volta;11/01/2012;15/08/2016;94.345;5,44;5,44;7.872;17.352.632,39;0;0
10/01/2012;NTN-B;Venda;1.к volta;11/01/2012;15/08/2018;1.000.000;5,54;5,54;409.350;904.982.106,10;0;0
10/01/2012;NTN-B;Venda;2.к volta;11/01/2012;15/08/2018;94.012;5,54;5,54;41.597;91.961.745,84;0;0
10/01/2012;NTN-B;Venda;1.к volta;11/01/2012;15/08/2022;1.000.000;5,6;5,6;50.700;112.827.939,07;0;0
10/01/2012;NTN-B;Venda;2.к volta;11/01/2012;15/08/2022;11.643;5,6;5,6;2.910;6.475.923,12;0;0
10/01/2012;NTN-B;Venda;1.к volta;11/01/2012;15/08/2030;500.000;5,564;5,564;33.600;76.112.101,57;0;0
10/01/2012;NTN-B;Venda;2.к volta;11/01/2012;15/08/2030;12.238;5,564;5,564;1.019;2.308.280,70;0;0
10/01/2012;NTN-B;Venda;1.к volta;11/01/2012;15/08/2040;500.000;5,59;5,59;52.700;120.302.702,81;0;0
10/01/2012;NTN-B;Venda;2.к volta;11/01/2012;15/08/2040;19.195;5,59;5,59;1.599;3.650.171,19;0;0
10/01/2012;NTN-B;Venda;1.к volta;11/01/2012;15/08/2050;500.000;5,6;5,6;188.250;431.777.661,61;0;0
10/01/2012;NTN-B;Venda;2.к volta;11/01/2012;15/08/2050;68.567;5,6;5,6;8.635;19.805.578,25;0;0
10/01/2008;LTN;Venda;1.к volta;11/01/2008;01/01/2009;1.500.000;12,0769;12,0789;1.500.000;1.341.397.477,00;0;0
10/01/2008;LTN;Venda;2.к volta;11/01/2008;01/01/2009;225.000;12,0769;12,0769;0;0;0;0
10/01/2008;LTN;Venda;1.к volta;11/01/2008;01/01/2010;3.000.000;12,8201;12,832;3.000.000;2.364.848.379,89;6.000.000;4.729.696.758,00
10/01/2008;LTN;Venda;2.к volta;11/01/2008;01/01/2010;450.000;12,8201;12,8201;65.000;51.238.381,54;0;0
10/01/2008;NTN-F;Venda;1.к volta;11/01/2008;01/01/2012;300.000;12,9443;12,9499;300.000;275.474.569,40;0;0
10/01/2008;NTN-F;Venda;2.к volta;11/01/2008;01/01/2012;45.000;12,9443;12,9443;0;0;0;0
10/01/2008;NTN-F;Venda;1.к volta;11/01/2008;01/01/2014;300.000;13,0318;13,05;110.000;97.412.260,87;0;0
10/01/2006;LTN;Venda;1.к volta;11/01/2006;01/07/2007;4.500.000;16,1208;16,1329;4.500.000;3.621.915.703,01;0;0
10/01/2006;LTN;Venda;2.к volta;11/01/2006;01/07/2007;675.000;16,1208;16,1208;470.785;378.920.796,38;0;0
10/01/2006;LTN;Venda;1.к volta;11/01/2006;01/07/2008;2.000.000;15,6271;15,6379;2.000.000;1.403.244.978,45;0;0
10/01/2006;LTN;Venda;2.к volta;11/01/2006;01/07/2008;300.000;15,6271;15,6271;217.351;152.498.349,59;0;0
10/01/2006;LTN;Venda;1.к volta;11/01/2006;01/10/2006;500.000;16,5788;16,5788;500.000;447.836.986,50;0;0
10/01/2006;LTN;Venda;2.к volta;11/01/2006;01/10/2006;75.000;16,5788;16,5788;55.000;49.262.068,51;0;0
10/01/2006;NTN-F;Venda;1.к volta;11/01/2006;01/01/2010;150.000;15,4585;15,49;150.000;128.236.062,09;0;0
10/01/2006;NTN-F;Venda;2.к volta;11/01/2006;01/01/2010;22.500;15,4585;15,4585;1.012;865.165,96;0;0
10/01/2006;NTN-F;Venda;1.к volta;11/01/2006;01/01/2012;150.000;15,2999;15,2999;50.000;40.581.095,00;0;0
09/12/2010;LTN;Venda;1.к volta;10/12/2010;01/04/2013;3.500.000;12,5411;12,5549;3.500.000;2.669.181.114,55;0;0
09/12/2010;LTN;Venda;2.к volta;10/12/2010;01/04/2013;700.000;12,5411;12,5411;0;0;0;0
09/12/2010;LTN;Venda;1.к volta;10/12/2010;01/10/2011;300.000;11,8575;11,86;100.000;91.287.501,35;0;0
09/12/2010;NTN-F;Venda;1.к volta;10/12/2010;01/01/2015;300.000;12,3649;12,3719;300.000;291.679.244,33;0;0
09/12/2010;NTN-F;Venda;2.к volta;10/12/2010;01/01/2015;60.000;12,3649;12,3649;0;0;0;0
09/12/2010;NTN-F;Venda;1.к volta;10/12/2010;01/01/2017;300.000;12,3052;12,3099;300.000;285.343.784,98;0;0
09/12/2010;NTN-F;Venda;2.к volta;10/12/2010;01/01/2017;60.000;12,3052;12,3052;0;0;0;0
09/12/2010;NTN-F;Venda;1.к volta;10/12/2010;01/01/2021;100.000;12,3999;12,42;100.000;91.384.265,15;0;0
09/12/2010;NTN-F;Venda;2.к volta;10/12/2010;01/01/2021;20.000;12,3999;12,3999;0;0;0;0
09/12/2008;NTN-B;Venda;1.к volta;10/12/2008;15/05/2011;300.000;8,857;8,857;47.150;79.682.454,22;0;0
09/12/2008;NTN-B;Venda;2.к volta;10/12/2008;15/05/2011;9.430;8,857;8,857;701;1.184.674,45;0;0
09/12/2008;NTN-B;Venda;1.к volta;10/12/2008;15/05/2013;300.000;9,04;9,04;173.800;279.472.185,39;0;0
09/12/2008;NTN-B;Venda;2.к volta;10/12/2008;15/05/2013;34.760;9,04;9,04;0;0;0;0
09/12/2008;NTN-B;Venda;1.к volta;10/12/2008;15/05/2017;300.000;8,77;8,77;79.050;119.711.397,00;500.000;757.187.837,22
09/12/2008;NTN-B;Venda;2.к volta;10/12/2008;15/05/2017;15.810;8,77;8,77;0;0;0;0
09/12/2008;NTN-B;Venda;1.к volta;10/12/2008;15/05/2035;500.000;7,7499;7,7499;51.950;75.637.682,15;2.000.000;2.911.941.566,33
09/12/2008;NTN-B;Venda;1.к volta;10/12/2008;15/05/2045;500.000;7,7006;7,7006;53.000;76.086.367,16;2.000.000;2.871.183.669,48
09/12/2008;NTN-B;Venda;1.к volta;10/12/2008;15/08/2024;500.000;7,75;7,75;27.350;42.372.623,71;0;0
09/12/2003;LTN;Venda;1.к volta;10/12/2003;01/07/2005;500.000;15,9988;15,9988;500.000;397.159.337,50;0;0
09/12/2003;LTN;Venda;2.к volta;10/12/2003;01/07/2005;75.000;15,9988;15,9988;49.285;39.147.995,89;0;0
09/12/2003;LTN;Venda;1.к volta;10/12/2003;01/10/2004;2.500.000;15,7146;15,7267;2.500.000;2.221.395.284,40;0;0
09/12/2003;LTN;Venda;2.к volta;10/12/2003;01/10/2004;375.000;15,7146;15,7146;349.454;310.510.187,11;0;0
09/11/2017;LTN;Venda;1.к volta;10/11/2017;01/07/2021;3.000.000;9,466;9,47;3.000.000;2.163.333.177,97;0;0
09/11/2017;LTN;Venda;2.к volta;13/11/2017;01/07/2021;600.000;9,466;9,466;0;0;0;0
09/11/2017;LTN;Venda;1.к volta;10/11/2017;01/10/2018;1.000.000;7,0364;7,0438;1.000.000;941.854.923,40;0;0
09/11/2017;LTN;Venda;2.к volta;13/11/2017;01/10/2018;200.000;7,0364;7,0364;0;0;0;0
09/11/2017;LTN;Venda;1.к volta;10/11/2017;01/10/2019;3.000.000;8,1732;8,1789;3.000.000;2.588.682.500,35;0;0
09/11/2017;LTN;Venda;2.к volta;13/11/2017;01/10/2019;600.000;8,1732;8,1732;0;0;0;0
09/11/2017;NTN-F;Venda;1.к volta;10/11/2017;01/01/2023;1.000.000;9,6377;9,6399;1.000.000;1.050.594.462,42;0;0
09/11/2017;NTN-F;Venda;2.к volta;13/11/2017;01/01/2023;200.000;9,6377;9,6377;0;0;0;0
09/11/2017;NTN-F;Venda;1.к volta;10/11/2017;01/01/2027;1.000.000;10,0223;10,0298;1.000.000;1.036.046.380,92;0;0
09/11/2017;NTN-F;Venda;2.к volta;13/11/2017;01/01/2027;200.000;10,0223;10,0223;0;0;0;0
09/11/2010;NTN-B;Venda;1.к volta;10/11/2010;15/08/2014;750.000;5,99;5,99;317.150;626.556.519,12;0;0
09/11/2010;NTN-B;Venda;2.к volta;10/11/2010;15/08/2014;63.430;5,99;5,99;13.050;25.781.373,39;0;0
09/11/2010;NTN-B;Venda;1.к volta;10/11/2010;15/08/2016;750.000;5,98;5,98;198.850;393.143.867,44;0;0
09/11/2010;NTN-B;Venda;2.к volta;10/11/2010;15/08/2016;39.770;5,98;5,98;31.971;63.209.467,34;0;0
09/11/2010;NTN-B;Venda;1.к volta;10/11/2010;15/08/2020;750.000;5,96;5,96;234.000;463.786.861,33;0;0
09/11/2010;NTN-B;Venda;2.к volta;10/11/2010;15/08/2020;46.800;5,96;5,96;35.658;70.673.982,47;0;0
09/11/2006;LTN;Venda;1.к volta;10/11/2006;01/07/2007;2.000.000;13,1143;13,1238;2.000.000;1.851.294.061,36;0;0
09/11/2006;LTN;Venda;2.к volta;10/11/2006;01/07/2007;300.000;13,1143;0;0;0;0;0
09/11/2006;LTN;Venda;1.к volta;10/11/2006;01/07/2008;3.000.000;13,104;13,109;3.000.000;2.458.948.333,64;0;0
09/11/2006;LTN;Venda;2.к volta;10/11/2006;01/07/2008;450.000;13,104;13,104;351.261;287.910.883,68;0;0
09/11/2006;NTN-F;Venda;1.к volta;10/11/2006;01/01/2010;2.000.000;13,399;13,399;2.000.000;1.911.128.000,00;650.000;621.116.600,00
09/11/2006;NTN-F;Venda;2.к volta;10/11/2006;01/01/2010;300.000;13,399;13,399;235.000;224.557.540,00;0;0
09/11/2006;NTN-F;Venda;1.к volta;10/11/2006;01/01/2012;500.000;13,6496;13,67;370.000;337.114.569,83;0;0
09/11/2006;NTN-F;Venda;1.к volta;10/11/2006;01/01/2014;300.000;13,7451;13,75;103.000;90.323.874,47;150.000;131.539.623,00
09/11/2004;LFT;Venda;1.к volta;10/11/2004;15/11/2006;1.000.000;0,3149;0,3149;179.350;376.516.970,47;0;0
09/11/2004;LFT;Venda;2.к volta;10/11/2004;15/11/2006;-;0,3149;0;0;0;0;0
09/11/2004;LFT;Venda;1.к volta;10/11/2004;16/11/2005;1.000.000;0,1424;0,1424;706.850;1.491.168.386,39;0;0
09/11/2004;LFT;Venda;2.к volta;10/11/2004;16/11/2005;-;0,1424;0;0;0;0;0
09/11/2004;LFT;Venda;1.к volta;10/11/2004;21/03/2007;1.000.000;0,3447;0,3447;113.800;238.485.338,71;0;0
09/11/2004;LFT;Venda;2.к volta;10/11/2004;21/03/2007;-;0,3447;0,3447;3.000;6.286.959,71;0;0
09/11/2004;LTN;Venda;1.к volta;10/11/2004;01/07/2006;300.000;18,5821;18,6069;270.000;204.337.330,55;0;0
09/11/2004;LTN;Venda;1.к volta;10/11/2004;01/10/2005;3.000.000;18,4564;18,469;3.000.000;2.577.222.716,08;400.000;343.629.695,20
09/11/2004;LTN;Venda;2.к volta;10/11/2004;01/10/2005;450.000;18,4564;18,4564;388.956;334.142.079,68;0;0
09/11/2004;NTN-F;Venda;1.к volta;10/11/2004;01/01/2008;100.000;18,865;18,88;100.000;84.430.689,65;0;0
09/11/2004;NTN-F;Venda;2.к volta;10/11/2004;01/01/2008;15.000;18,865;0;0;0;0;0
09/11/2001;NTN-D;Venda;1.к volta;16/11/2001;20/09/2006;950.000;21,9999;21,9999;534.000;744.360.080,40;-;-
09/10/2014;LFT;Venda;1.к volta;10/10/2014;01/09/2020;1.000.000;0,0016;0,01;909.950;5.806.353.144,11;0;0
09/10/2014;LFT;Venda;2.к volta;10/10/2014;01/09/2020;50.000;0,0016;0,0016;13.488;86.066.406,01;0;0
09/10/2014;LTN;Venda;1.к volta;10/10/2014;01/07/2018;3.000.000;11,8404;11,8499;3.000.000;1.983.272.023,77;0;0
09/10/2014;LTN;Venda;2.к volta;10/10/2014;01/07/2018;600.000;11,8404;11,8404;0;0;0;0
09/10/2014;LTN;Venda;1.к volta;10/10/2014;01/10/2015;3.000.000;11,8442;11,8574;3.000.000;2.690.655.253,16;0;0
09/10/2014;LTN;Venda;2.к volta;10/10/2014;01/10/2015;600.000;11,8442;11,8442;0;0;0;0
09/10/2014;LTN;Venda;1.к volta;10/10/2014;01/10/2016;1.000.000;11,9643;11,97;861.350;689.260.384,48;0;0
09/10/2014;LTN;Venda;2.к volta;10/10/2014;01/10/2016;200.000;11,9643;11,9643;0;0;0;0
09/10/2012;NTN-B;Venda;1.к volta;10/10/2012;15/08/2016;1.500.000;2,68;2,68;262.650;647.191.499,48;0;0
09/10/2012;NTN-B;Venda;2.к volta;10/10/2012;15/08/2016;75.265;2,68;2,68;0;0;0;0
09/10/2012;NTN-B;Venda;1.к volta;10/10/2012;15/08/2018;1.500.000;3,16;3,16;320.050;809.338.850,93;0;0
09/10/2012;NTN-B;Venda;2.к volta;10/10/2012;15/08/2018;91.714;3,16;3,16;0;0;0;0
09/10/2012;NTN-B;Venda;1.к volta;10/10/2012;15/08/2022;1.500.000;3,54;3,54;464.200;1.226.511.141,35;0;0
09/10/2012;NTN-B;Venda;2.к volta;10/10/2012;15/08/2022;133.021;3,54;3,54;10.373;27.407.583,07;0;0
09/10/2012;NTN-B;Venda;1.к volta;10/10/2012;15/08/2030;500.000;4;4;62.100;170.921.337,95;0;0
09/10/2012;NTN-B;Venda;1.к volta;10/10/2012;15/08/2040;500.000;4,15;4,15;5.650;16.171.137,75;0;0
09/10/2012;NTN-B;Venda;1.к volta;10/10/2012;15/08/2050;500.000;4,2;4,2;84.600;248.838.575,67;0;0
09/10/2008;LFT;Venda;1.к volta;10/10/2008;07/09/2012;500.000;0;0;106.150;384.306.056,56;0;0
09/10/2008;LFT;Venda;1.к volta;10/10/2008;07/09/2014;500.000;0;0;378.800;1.371.409.648,85;3.000.000;10.861.216.860,00
09/10/2008;LTN;Venda;1.к volta;10/10/2008;01/01/2011;300.000;15,149;15,149;300.000;219.396.976,20;0;0
09/10/2008;LTN;Venda;2.к volta;10/10/2008;01/01/2011;60.000;15,149;15,149;0;0;0;0
09/10/2008;LTN;Venda;1.к volta;10/10/2008;01/10/2009;1.000.000;14,5844;14,5899;1.000.000;876.025.032,43;0;0
09/10/2008;LTN;Venda;2.к volta;10/10/2008;01/10/2009;200.000;14,5844;14,5844;0;0;0;0
09/10/2008;NTN-F;Venda;1.к volta;10/10/2008;01/01/2012;300.000;15,5999;15,5999;50.000;44.834.374,00;0;0
09/10/2008;NTN-F;Venda;1.к volta;10/10/2008;01/01/2017;150.000;15,6481;15,65;6.100;4.770.573,32;0;0
09/10/2001;LFT;Venda;1.к volta;10/10/2001;21/01/2004;500.000;0,2986;0,2986;390.500;472.584.757,07;-;-
09/10/2001;LTN;Venda;1.к volta;10/10/2001;03/04/2002;1.000.000;24,1916;24,24;1.000.000;904.303.662,35;-;-
09/09/2014;NTN-B;Venda;1.к volta;10/09/2014;15/05/2019;500.000;5,54;5,54;413.900;1.056.198.698,21;0;0
09/09/2014;NTN-B;Venda;2.к volta;10/09/2014;15/05/2019;82.780;5,54;5,54;0;0;0;0
09/09/2014;NTN-B;Venda;1.к volta;10/09/2014;15/05/2023;500.000;5,599;5,599;86.100;221.564.683,68;0;0
09/09/2014;NTN-B;Venda;2.к volta;10/09/2014;15/05/2023;17.220;5,599;5,599;0;0;0;0
09/09/2014;NTN-B;Venda;1.к volta;10/09/2014;15/08/2030;150.000;5,6;5,6;2.100;5.403.480,07;0;0
09/09/2014;NTN-B;Venda;2.к volta;10/09/2014;15/08/2030;420;5,6;5,6;0;0;0;0
09/09/2014;NTN-B;Venda;1.к volta;10/09/2014;15/08/2040;150.000;5,58;5,58;100;261.127,88;0;0
09/09/2014;NTN-B;Venda;2.к volta;10/09/2014;15/08/2040;20;5,58;5,58;0;0;0;0
09/09/2014;NTN-B;Venda;1.к volta;10/09/2014;15/08/2050;150.000;5,6;5,6;147.800;387.711.485,14;0;0
09/09/2014;NTN-B;Venda;2.к volta;10/09/2014;15/08/2050;29.560;5,6;5,6;0;0;0;0
09/09/2010;LFT;Venda;1.к volta;10/09/2010;07/09/2014;1.000.000;0;0;693.750;3.025.261.854,24;0;0
09/09/2010;LFT;Venda;1.к volta;10/09/2010;07/09/2016;1.000.000;0;0;245.950;1.072.523.463,86;0;0
09/09/2010;LTN;Venda;1.к volta;10/09/2010;01/01/2013;4.000.000;11,6574;11,6779;4.000.000;3.103.429.235,24;0;0
09/09/2010;LTN;Venda;2.к volta;10/09/2010;01/01/2013;800.000;11,6574;11,6574;110.000;85.344.303,99;0;0
09/09/2010;LTN;Venda;1.к volta;10/09/2010;01/04/2011;1.000.000;10,7848;10,7879;1.000.000;944.688.421,02;0;0
09/09/2010;LTN;Venda;2.к volta;10/09/2010;01/04/2011;200.000;10,7848;10,7848;133.525;126.139.521,40;0;0
09/09/2010;NTN-F;Venda;1.к volta;10/09/2010;01/01/2015;750.000;11,6021;11,612;750.000;725.795.812,84;10.700.000;10.354.686.925,00
09/09/2010;NTN-F;Venda;2.к volta;10/09/2010;01/01/2015;150.000;11,6021;11,6021;17.000;16.451.371,75;0;0
09/09/2010;NTN-F;Venda;1.к volta;10/09/2010;01/01/2017;750.000;11,5073;11,52;750.000;716.829.426,16;0;0
09/09/2010;NTN-F;Venda;2.к volta;10/09/2010;01/01/2017;150.000;11,5073;11,5073;12.000;11.469.270,81;0;0
09/09/2010;NTN-F;Venda;1.к volta;10/09/2010;01/01/2021;500.000;11,5432;11,5585;500.000;466.058.849,65;0;0
09/09/2010;NTN-F;Venda;2.к volta;10/09/2010;01/01/2021;100.000;11,5432;11,5432;50.000;46.605.884,95;0;0
09/09/2008;NTN-B;Venda;1.к volta;10/09/2008;15/05/2011;500.000;8,99;8,99;93.950;158.062.967,11;0;0
09/09/2008;NTN-B;Venda;1.к volta;10/09/2008;15/05/2013;500.000;8,46;8,46;10.600;17.408.104,88;0;0
09/09/2008;NTN-B;Venda;1.к volta;10/09/2008;15/05/2017;500.000;7,85;7,85;31.150;50.001.196,04;0;0
09/09/2008;NTN-B;Venda;1.к volta;10/09/2008;15/05/2035;500.000;7,15;7,15;144.850;227.233.263,92;0;0
09/09/2008;NTN-B;Venda;1.к volta;10/09/2008;15/05/2045;500.000;7,05;7,05;95.200;149.145.224,00;0;0
09/09/2008;NTN-B;Venda;1.к volta;10/09/2008;15/08/2024;500.000;7,28;7,28;111.250;174.783.950,14;0;0
09/09/2003;LFT;Venda;1.к volta;10/09/2003;19/09/2007;500.000;0,72;0,72;500.000;855.956.045,48;0;0
09/09/2003;LFT;Venda;2.к volta;10/09/2003;19/09/2007;50.000;0,72;0,72;30.174;51.655.235,42;0;0
09/09/2003;LTN;Venda;1.к volta;10/09/2003;01/07/2004;2.500.000;18,9877;19,0349;2.500.000;2.171.797.509,06;2.000.000;1.737.438.006,00
09/09/2003;LTN;Venda;2.к volta;10/09/2003;01/07/2004;375.000;18,9877;18,9877;21.976;19.090.968,83;0;0
09/09/2003;LTN;Venda;1.к volta;10/09/2003;04/01/2005;1.000.000;19,0576;19,0999;1.000.000;794.131.345,98;3.000.000;2.382.394.035,00
09/09/2003;LTN;Venda;2.к volta;10/09/2003;04/01/2005;150.000;19,0576;0;0;0;0;0
09/08/2018;LTN;Venda;1.к volta;10/08/2018;01/04/2019;1.000.000;7,0035;7,0082;1.000.000;958.446.457,02;0;0
09/08/2018;LTN;Venda;2.к volta;13/08/2018;01/04/2019;200.000;7,0035;7,0035;0;0;0;0
09/08/2018;LTN;Venda;1.к volta;10/08/2018;01/07/2022;1.000.000;10,3169;10,321;1.000.000;683.668.044,71;0;0
09/08/2018;LTN;Venda;2.к volta;13/08/2018;01/07/2022;200.000;10,3169;10,3169;0;0;0;0
09/08/2018;LTN;Venda;1.к volta;10/08/2018;01/10/2020;1.500.000;8,9159;8,9238;1.500.000;1.249.981.590,91;0;0
09/08/2018;LTN;Venda;2.к volta;13/08/2018;01/10/2020;300.000;8,9159;8,9159;0;0;0;0
09/08/2018;NTN-F;Venda;1.к volta;10/08/2018;01/01/2025;50.000;0;0;0;0;0;0
09/08/2018;NTN-F;Venda;1.к volta;10/08/2018;01/01/2029;50.000;11,4229;11,4229;50.000;46.540.151,50;0;0
09/08/2018;NTN-F;Venda;2.к volta;13/08/2018;01/01/2029;10.000;11,4229;11,4229;0;0;0;0
09/08/2012;LTN;Venda;1.к volta;10/08/2012;01/01/2016;2.000.000;8,8999;8,8999;2.000.000;1.498.628.194,86;0;0
09/08/2012;LTN;Venda;2.к volta;10/08/2012;01/01/2016;400.000;8,8999;8,8999;34.000;25.476.679,29;0;0
09/08/2012;LTN;Venda;1.к volta;10/08/2012;01/04/2013;300.000;7,2816;7,285;300.000;287.146.435,00;0;0
09/08/2012;LTN;Venda;2.к volta;10/08/2012;01/04/2013;60.000;7,2816;7,2816;39.949;38.237.376,40;0;0
09/08/2012;LTN;Venda;1.к volta;10/08/2012;01/07/2014;1.500.000;8,1962;8,2049;1.015.000;875.761.183,11;0;0
09/08/2012;LTN;Venda;2.к volta;10/08/2012;01/07/2014;300.000;8,1962;8,1962;222.571;192.038.465,38;0;0
09/08/2012;NTN-F;Venda;1.к volta;10/08/2012;01/01/2018;300.000;9,2267;9,23;168.000;175.234.493,86;0;0
09/08/2012;NTN-F;Venda;2.к volta;10/08/2012;01/01/2018;60.000;9,2267;9,2267;0;0;0;0
09/08/2012;NTN-F;Venda;1.к volta;10/08/2012;01/01/2023;300.000;9,7016;9,7099;210.500;217.134.798,85;0;0
09/08/2012;NTN-F;Venda;2.к volta;10/08/2012;01/01/2023;60.000;9,7016;9,7016;0;0;0;0
09/08/2011;NTN-B;Venda;1.к volta;10/08/2011;15/08/2014;500.000;0;0;0;0;0;0
09/08/2011;NTN-B;Venda;1.к volta;10/08/2011;15/08/2016;500.000;6,5799;6,5799;298.900;618.704.428,68;0;0
09/08/2011;NTN-B;Venda;2.к volta;10/08/2011;15/08/2016;59.780;6,5799;6,5799;53.954;111.681.427,72;0;0
09/08/2011;NTN-B;Venda;1.к volta;10/08/2011;15/08/2020;500.000;6,57;6,57;201.100;410.916.002,96;0;0
09/08/2011;NTN-B;Venda;2.к volta;10/08/2011;15/08/2020;40.220;6,57;6,57;20.959;42.826.397,34;0;0
09/08/2011;NTN-B;Venda;1.к volta;10/08/2011;15/08/2030;500.000;6,3;6,3;40.450;83.165.471,15;0;0
09/08/2011;NTN-B;Venda;2.к volta;10/08/2011;15/08/2030;10.315;6,3;6,3;0;0;0;0
09/08/2011;NTN-B;Venda;1.к volta;10/08/2011;15/08/2040;500.000;6,18;6,18;44.700;92.713.950,61;0;0
09/08/2011;NTN-B;Venda;2.к volta;10/08/2011;15/08/2040;11.399;6,18;6,18;0;0;0;0
09/08/2011;NTN-B;Venda;1.к volta;10/08/2011;15/08/2050;500.000;6,14;6,14;307.000;639.093.653,74;0;0
09/08/2011;NTN-B;Venda;2.к volta;10/08/2011;15/08/2050;78.286;6,14;6,14;0;0;0;0
09/08/2007;LTN;Venda;1.к volta;10/08/2007;01/04/2008;500.000;11,0499;11,0499;500.000;468.199.114,50;0;0
09/08/2007;LTN;Venda;2.к volta;10/08/2007;01/04/2008;75.000;11,0499;11,0499;48.333;45.258.935,59;0;0
09/08/2007;LTN;Venda;1.к volta;10/08/2007;01/10/2009;1.000.000;11,3099;11,3099;210.000;167.060.011,86;0;0
